customer_id,billing_date,payment_date,payment_value,record_type
C-0010,01/03/2022,01/03/2022,3929.87,payment
C-0010,01/04/2022,01/04/2022,3929.87,payment
C-0010,01/05/2022,01/05/2022,3929.87,payment
C-0010,01/06/2022,01/06/2022,3929.87,payment
C-0010,01/07/2022,01/07/2022,3929.87,payment
C-0010,01/08/2022,01/08/2022,3929.87,payment
C-0010,01/09/2022,01/09/2022,3929.87,payment
C-0010,01/10/2022,01/10/2022,3929.87,payment
C-0010,01/11/2022,01/11/2022,3929.87,payment
C-0010,01/12/2022,01/12/2022,3929.87,payment
C-0010,01/01/2023,01/01/2023,3929.87,payment
C-0010,01/02/2023,01/02/2023,3929.87,payment
C-0010,01/03/2023,01/03/2023,3929.87,payment
C-0010,01/04/2023,01/04/2023,3929.87,payment
C-0010,01/05/2023,01/05/2023,3929.87,payment
C-0010,01/06/2023,01/06/2023,3929.87,payment
C-0010,01/07/2023,01/07/2023,3929.87,payment
C-0010,01/08/2023,01/08/2023,3929.87,payment
C-0010,01/09/2023,01/09/2023,3929.87,payment
C-0010,01/10/2023,01/10/2023,3929.87,payment
C-0010,01/11/2023,01/11/2023,3929.87,payment
C-0010,01/12/2023,01/12/2023,3929.87,payment
C-0010,01/01/2024,01/01/2024,3929.87,payment
C-0010,01/02/2024,01/02/2024,3929.87,payment
C-0010,01/03/2024,01/03/2024,3929.87,payment
C-0010,01/04/2024,01/04/2024,3929.87,payment
C-0010,01/05/2024,01/05/2024,3929.87,payment
C-0010,01/06/2024,01/06/2024,3929.87,payment
C-0010,01/07/2024,01/07/2024,3929.87,payment
C-0010,01/08/2024,01/08/2024,3929.87,payment
C-0010,01/09/2024,01/09/2024,3929.87,payment
C-0010,01/10/2024,01/10/2024,3929.87,payment
C-0010,01/11/2024,01/11/2024,3929.87,payment
C-0010,01/12/2024,01/12/2024,3929.87,payment
C-0011,31/08/2022,31/08/2022,52.13,payment
C-0011,01/10/2022,01/10/2022,52.13,payment
C-0011,31/10/2022,12/11/2022,52.13,payment
C-0011,01/12/2022,01/12/2022,52.13,payment
C-0011,31/12/2022,31/12/2022,52.13,payment
C-0011,31/01/2023,09/02/2023,52.13,payment
C-0011,03/03/2023,03/03/2023,52.13,payment
C-0011,31/03/2023,31/03/2023,52.13,payment
C-0011,01/05/2023,01/05/2023,52.13,payment
C-0011,31/05/2023,31/05/2023,52.13,payment
C-0011,01/07/2023,01/07/2023,52.13,payment
C-0011,31/07/2023,31/07/2023,52.13,payment
C-0011,31/08/2023,31/08/2023,52.13,payment
C-0011,01/10/2023,08/10/2023,52.13,payment
C-0011,31/10/2023,31/10/2023,52.13,payment
C-0011,01/12/2023,13/12/2023,52.13,payment
C-0011,31/12/2023,31/12/2023,52.13,payment
C-0011,31/01/2024,31/01/2024,52.13,payment
C-0011,02/03/2024,02/03/2024,52.13,payment
C-0011,31/03/2024,31/03/2024,52.13,payment
C-0011,01/05/2024,01/05/2024,52.13,payment
C-0011,31/05/2024,31/05/2024,52.13,payment
C-0011,01/07/2024,01/07/2024,52.13,payment
C-0011,31/07/2024,31/07/2024,52.13,payment
C-0011,31/08/2024,31/08/2024,52.13,payment
C-0011,01/10/2024,01/10/2024,52.13,payment
C-0011,31/10/2024,31/10/2024,52.13,payment
C-0011,01/12/2024,01/12/2024,52.13,payment
C-0012,01/10/2022,04/10/2022,2326.56,payment
C-0012,01/10/2023,15/10/2023,2326.56,payment
C-0012,01/10/2024,09/10/2024,2326.56,payment
C-0013,31/08/2023,05/09/2023,12348.36,payment
C-0013,31/08/2024,06/09/2024,12348.36,payment
C-0014,31/12/2022,31/12/2022,126.09,payment
C-0014,31/01/2023,31/01/2023,126.09,payment
C-0014,03/03/2023,03/03/2023,126.09,payment
C-0014,31/03/2023,31/03/2023,126.09,payment
C-0014,01/05/2023,01/05/2023,126.09,payment
C-0014,31/05/2023,31/05/2023,126.09,payment
C-0014,01/07/2023,01/07/2023,126.09,payment
C-0014,31/07/2023,31/07/2023,126.09,payment
C-0014,31/08/2023,31/08/2023,126.09,payment
C-0014,01/10/2023,01/10/2023,126.09,payment
C-0014,31/10/2023,31/10/2023,126.09,payment
C-0014,01/12/2023,01/12/2023,126.09,payment
C-0014,31/12/2023,31/12/2023,126.09,payment
C-0014,31/01/2024,31/01/2024,126.09,payment
C-0014,02/03/2024,14/03/2024,126.09,payment
C-0014,31/03/2024,31/03/2024,126.09,payment
C-0014,01/05/2024,01/05/2024,126.09,payment
C-0014,31/05/2024,31/05/2024,126.09,payment
C-0014,01/07/2024,01/07/2024,126.09,payment
C-0014,31/07/2024,31/07/2024,126.09,payment
C-0014,31/08/2024,31/08/2024,126.09,payment
C-0014,01/10/2024,01/10/2024,126.09,payment
C-0014,31/10/2024,31/10/2024,126.09,payment
C-0014,01/12/2024,01/12/2024,126.09,payment
C-0015,01/10/2021,05/10/2021,8836.92,payment
C-0015,01/10/2022,09/10/2022,8836.92,payment
C-0015,01/10/2023,08/10/2023,8836.92,payment
C-0015,01/10/2023,09/10/2023,8836.92,dunning
C-0015,01/10/2024,06/10/2024,8836.92,payment
C-0016,03/03/2021,03/03/2021,620.23,payment
C-0016,03/04/2021,03/04/2021,620.23,payment
C-0016,03/05/2021,03/05/2021,620.23,payment
C-0016,03/06/2021,03/06/2021,620.23,payment
C-0016,03/07/2021,03/07/2021,620.23,payment
C-0016,03/08/2021,03/08/2021,620.23,payment
C-0016,03/09/2021,03/09/2021,620.23,payment
C-0016,03/10/2021,03/10/2021,620.23,payment
C-0016,03/11/2021,03/11/2021,620.23,payment
C-0016,03/12/2021,03/12/2021,620.23,payment
C-0016,03/01/2022,03/01/2022,620.23,payment
C-0016,03/02/2022,12/02/2022,620.23,payment
C-0016,03/03/2022,03/03/2022,620.23,payment
C-0016,03/04/2022,03/04/2022,620.23,payment
C-0016,03/05/2022,03/05/2022,620.23,payment
C-0016,03/06/2022,03/06/2022,620.23,payment
C-0016,03/07/2022,03/07/2022,620.23,payment
C-0016,03/08/2022,03/08/2022,620.23,payment
C-0016,03/09/2022,03/09/2022,620.23,payment
C-0016,03/10/2022,03/10/2022,620.23,payment
C-0016,03/11/2022,03/11/2022,620.23,payment
C-0016,03/12/2022,03/12/2022,620.23,payment
C-0016,03/01/2023,03/01/2023,620.23,payment
C-0016,03/02/2023,03/02/2023,620.23,payment
C-0016,03/03/2023,03/03/2023,620.23,payment
C-0016,03/04/2023,03/04/2023,620.23,payment
C-0016,03/05/2023,03/05/2023,620.23,payment
C-0016,03/06/2023,09/06/2023,620.23,payment
C-0016,03/07/2023,03/07/2023,620.23,payment
C-0016,03/08/2023,03/08/2023,620.23,payment
C-0016,03/09/2023,03/09/2023,620.23,payment
C-0016,03/10/2023,03/10/2023,620.23,payment
C-0016,03/11/2023,03/11/2023,620.23,payment
C-0016,03/12/2023,03/12/2023,620.23,payment
C-0016,03/01/2024,03/01/2024,620.23,payment
C-0016,03/02/2024,03/02/2024,620.23,payment
C-0016,03/03/2024,03/03/2024,620.23,payment
C-0016,03/04/2024,03/04/2024,620.23,payment
C-0016,03/05/2024,03/05/2024,620.23,payment
C-0016,03/06/2024,03/06/2024,620.23,payment
C-0016,03/07/2024,03/07/2024,620.23,payment
C-0016,03/08/2024,03/08/2024,620.23,payment
C-0016,03/09/2024,03/09/2024,620.23,payment
C-0016,03/10/2024,03/10/2024,620.23,payment
C-0016,03/11/2024,03/11/2024,620.23,payment
C-0016,03/12/2024,03/12/2024,620.23,payment
C-0017,01/12/2024,03/12/2024,654.36,payment
C-0017,01/12/2024,03/12/2024,654.36,dunning
C-0017,01/12/2024,05/12/2024,654.36,dunning
C-0018,01/12/2024,09/12/2024,168.12,dunning
C-0018,01/12/2024,11/12/2024,168.12,dunning
C-0018,01/12/2024,11/12/2024,168.12,dunning
C-0018,01/12/2024,13/12/2024,168.12,dunning
C-0018,01/12/2024,16/12/2024,168.12,payment
C-0019,31/08/2021,13/09/2021,607.44,payment
C-0019,01/10/2021,01/10/2021,607.44,payment
C-0019,31/10/2021,31/10/2021,607.44,payment
C-0019,01/12/2021,16/12/2021,607.44,payment
C-0019,31/12/2021,31/12/2021,607.44,payment
C-0019,31/01/2022,31/01/2022,607.44,payment
C-0019,03/03/2022,03/03/2022,607.44,payment
C-0019,31/03/2022,06/04/2022,607.44,payment
C-0019,01/05/2022,01/05/2022,607.44,payment
C-0019,31/05/2022,31/05/2022,607.44,payment
C-0019,01/07/2022,01/07/2022,607.44,payment
C-0019,31/07/2022,31/07/2022,607.44,payment
C-0019,31/08/2022,31/08/2022,607.44,payment
C-0019,01/10/2022,01/10/2022,607.44,payment
C-0019,31/10/2022,31/10/2022,607.44,payment
C-0019,01/12/2022,01/12/2022,607.44,payment
C-0019,31/12/2022,31/12/2022,607.44,payment
C-0019,31/01/2023,31/01/2023,607.44,payment
C-0019,03/03/2023,03/03/2023,607.44,payment
C-0019,31/03/2023,31/03/2023,607.44,payment
C-0019,01/05/2023,01/05/2023,607.44,payment
C-0019,31/05/2023,31/05/2023,607.44,payment
C-0019,01/07/2023,01/07/2023,607.44,payment
C-0019,31/07/2023,31/07/2023,607.44,payment
C-0019,31/08/2023,31/08/2023,607.44,payment
C-0019,01/10/2023,01/10/2023,607.44,payment
C-0019,31/10/2023,31/10/2023,607.44,payment
C-0019,01/12/2023,01/12/2023,607.44,payment
C-0019,31/12/2023,31/12/2023,607.44,payment
C-0019,31/01/2024,31/01/2024,607.44,payment
C-0019,02/03/2024,02/03/2024,607.44,payment
C-0019,31/03/2024,31/03/2024,607.44,payment
C-0019,01/05/2024,01/05/2024,607.44,payment
C-0019,31/05/2024,31/05/2024,607.44,payment
C-0019,01/07/2024,01/07/2024,607.44,payment
C-0019,31/07/2024,07/08/2024,607.44,payment
C-0019,31/08/2024,31/08/2024,607.44,payment
C-0019,01/10/2024,01/10/2024,607.44,payment
C-0019,31/10/2024,31/10/2024,607.44,payment
C-0019,01/12/2024,01/12/2024,607.44,payment
C-0020,31/05/2021,14/06/2021,738.12,payment
C-0020,31/05/2022,12/06/2022,738.12,payment
C-0020,31/05/2023,13/06/2023,738.12,payment
C-0020,31/05/2024,07/06/2024,738.12,payment
C-0020,31/05/2024,13/06/2024,738.12,dunning
C-0021,01/10/2022,01/10/2022,64.66,payment
C-0021,01/11/2022,01/11/2022,64.66,payment
C-0021,01/12/2022,01/12/2022,64.66,payment
C-0021,01/01/2023,01/01/2023,64.66,payment
C-0021,01/02/2023,10/02/2023,64.66,payment
C-0021,01/03/2023,01/03/2023,64.66,payment
C-0021,01/04/2023,01/04/2023,64.66,payment
C-0021,01/05/2023,01/05/2023,64.66,payment
C-0021,01/06/2023,01/06/2023,64.66,payment
C-0021,01/07/2023,01/07/2023,64.66,payment
C-0021,01/08/2023,02/08/2023,64.66,payment
C-0021,01/09/2023,01/09/2023,64.66,payment
C-0021,01/10/2023,01/10/2023,64.66,payment
C-0021,01/11/2023,01/11/2023,64.66,payment
C-0021,01/12/2023,01/12/2023,64.66,payment
C-0021,01/01/2024,01/01/2024,64.66,payment
C-0021,01/02/2024,01/02/2024,64.66,payment
C-0021,01/03/2024,01/03/2024,64.66,payment
C-0021,01/04/2024,01/04/2024,64.66,payment
C-0021,01/05/2024,01/05/2024,64.66,payment
C-0021,01/06/2024,01/06/2024,64.66,payment
C-0021,01/07/2024,08/07/2024,64.66,payment
C-0021,01/08/2024,01/08/2024,64.66,payment
C-0021,01/09/2024,01/09/2024,64.66,payment
C-0021,01/10/2024,01/10/2024,64.66,payment
C-0021,01/11/2024,01/11/2024,64.66,payment
C-0021,01/12/2024,01/12/2024,64.66,payment
C-0022,31/12/2023,03/01/2024,123.17,payment
C-0022,31/01/2024,31/01/2024,123.17,payment
C-0022,02/03/2024,02/03/2024,123.17,payment
C-0022,31/03/2024,31/03/2024,123.17,payment
C-0022,01/05/2024,01/05/2024,123.17,payment
C-0022,31/05/2024,31/05/2024,123.17,payment
C-0022,01/07/2024,01/07/2024,123.17,payment
C-0022,31/07/2024,12/08/2024,123.17,payment
C-0022,31/08/2024,07/09/2024,123.17,payment
C-0022,01/10/2024,01/10/2024,123.17,payment
C-0022,31/10/2024,31/10/2024,123.17,payment
C-0022,01/12/2024,01/12/2024,123.17,payment
C-0023,01/07/2024,01/07/2024,4829.78,payment
C-0023,01/08/2024,01/08/2024,4829.78,payment
C-0023,01/09/2024,01/09/2024,4829.78,payment
C-0023,01/10/2024,01/10/2024,4829.78,payment
C-0023,01/11/2024,01/11/2024,4829.78,payment
C-0023,01/12/2024,01/12/2024,4829.78,payment
C-0024,31/03/2023,31/03/2023,418.88,payment
C-0024,01/05/2023,01/05/2023,418.88,payment
C-0024,31/05/2023,31/05/2023,418.88,payment
C-0024,01/07/2023,05/07/2023,418.88,payment
C-0024,31/07/2023,08/08/2023,418.88,payment
C-0024,31/08/2023,31/08/2023,418.88,payment
C-0024,01/10/2023,01/10/2023,418.88,payment
C-0024,31/10/2023,14/11/2023,418.88,payment
C-0024,01/12/2023,01/12/2023,418.88,payment
C-0024,31/12/2023,31/12/2023,418.88,payment
C-0024,31/01/2024,31/01/2024,418.88,payment
C-0024,02/03/2024,02/03/2024,418.88,payment
C-0024,31/03/2024,31/03/2024,418.88,payment
C-0024,01/05/2024,01/05/2024,418.88,payment
C-0024,31/05/2024,31/05/2024,418.88,payment
C-0024,01/07/2024,01/07/2024,418.88,payment
C-0024,31/07/2024,31/07/2024,418.88,payment
C-0024,31/08/2024,31/08/2024,418.88,payment
C-0024,01/10/2024,01/10/2024,418.88,payment
C-0024,31/10/2024,31/10/2024,418.88,payment
C-0024,01/12/2024,13/12/2024,418.88,payment
C-0025,01/10/2022,06/10/2022,56684.76,payment
C-0025,01/10/2023,01/10/2023,56684.76,payment
C-0025,01/10/2024,03/10/2024,56684.76,payment
C-0026,31/07/2024,31/07/2024,331.45,payment
C-0026,31/08/2024,06/09/2024,331.45,payment
C-0026,01/10/2024,01/10/2024,331.45,payment
C-0026,31/10/2024,09/11/2024,331.45,payment
C-0026,01/12/2024,01/12/2024,331.45,payment
C-0027,01/10/2021,01/10/2021,442.45,payment
C-0027,01/11/2021,01/11/2021,442.45,payment
C-0027,01/12/2021,01/12/2021,442.45,payment
C-0027,01/01/2022,01/01/2022,442.45,payment
C-0027,01/02/2022,01/02/2022,442.45,payment
C-0027,01/03/2022,01/03/2022,442.45,payment
C-0027,01/04/2022,06/04/2022,442.45,payment
C-0027,01/05/2022,01/05/2022,442.45,payment
C-0027,01/06/2022,01/06/2022,442.45,payment
C-0027,01/07/2022,01/07/2022,442.45,payment
C-0027,01/08/2022,01/08/2022,442.45,payment
C-0027,01/09/2022,02/09/2022,442.45,payment
C-0027,01/10/2022,01/10/2022,442.45,payment
C-0027,01/11/2022,01/11/2022,442.45,payment
C-0027,01/12/2022,01/12/2022,442.45,payment
C-0027,01/01/2023,01/01/2023,442.45,payment
C-0027,01/02/2023,01/02/2023,442.45,payment
C-0027,01/03/2023,01/03/2023,442.45,payment
C-0027,01/04/2023,01/04/2023,442.45,payment
C-0027,01/05/2023,01/05/2023,442.45,payment
C-0027,01/06/2023,01/06/2023,442.45,payment
C-0027,01/07/2023,01/07/2023,442.45,payment
C-0027,01/08/2023,01/08/2023,442.45,payment
C-0027,01/09/2023,01/09/2023,442.45,payment
C-0027,01/10/2023,01/10/2023,442.45,payment
C-0027,01/11/2023,01/11/2023,442.45,payment
C-0027,01/12/2023,01/12/2023,442.45,payment
C-0027,01/01/2024,01/01/2024,442.45,payment
C-0027,01/02/2024,11/02/2024,442.45,payment
C-0027,01/03/2024,02/03/2024,442.45,payment
C-0027,01/04/2024,01/04/2024,442.45,payment
C-0027,01/05/2024,01/05/2024,442.45,payment
C-0027,01/06/2024,01/06/2024,442.45,payment
C-0027,01/07/2024,13/07/2024,442.45,payment
C-0027,01/08/2024,01/08/2024,442.45,payment
C-0027,01/09/2024,01/09/2024,442.45,payment
C-0027,01/10/2024,01/10/2024,442.45,payment
C-0027,01/11/2024,01/11/2024,442.45,payment
C-0027,01/12/2024,01/12/2024,442.45,payment
C-0028,01/12/2022,02/12/2022,6574.08,payment
C-0028,01/12/2023,11/12/2023,6574.08,payment
C-0028,01/12/2024,02/12/2024,6574.08,dunning
C-0028,01/12/2024,06/12/2024,6574.08,payment
C-0029,01/05/2022,01/05/2022,144.05,payment
C-0029,01/06/2022,01/06/2022,144.05,payment
C-0029,01/07/2022,01/07/2022,144.05,payment
C-0029,01/08/2022,01/08/2022,144.05,payment
C-0029,01/09/2022,03/09/2022,144.05,payment
C-0029,01/10/2022,01/10/2022,144.05,payment
C-0029,01/11/2022,01/11/2022,144.05,payment
C-0029,01/12/2022,01/12/2022,144.05,payment
C-0029,01/01/2023,01/01/2023,144.05,payment
C-0029,01/02/2023,01/02/2023,144.05,payment
C-0029,01/03/2023,04/03/2023,144.05,payment
C-0029,01/04/2023,01/04/2023,144.05,payment
C-0029,01/05/2023,01/05/2023,144.05,payment
C-0029,01/06/2023,01/06/2023,144.05,payment
C-0029,01/07/2023,01/07/2023,144.05,payment
C-0029,01/08/2023,01/08/2023,144.05,payment
C-0029,01/09/2023,01/09/2023,144.05,payment
C-0029,01/10/2023,01/10/2023,144.05,payment
C-0029,01/11/2023,01/11/2023,144.05,payment
C-0029,01/12/2023,10/12/2023,144.05,payment
C-0029,01/01/2024,01/01/2024,144.05,payment
C-0029,01/02/2024,01/02/2024,144.05,payment
C-0029,01/03/2024,01/03/2024,144.05,payment
C-0029,01/04/2024,01/04/2024,144.05,payment
C-0029,01/05/2024,01/05/2024,144.05,payment
C-0029,01/06/2024,01/06/2024,144.05,payment
C-0029,01/07/2024,03/07/2024,144.05,payment
C-0029,01/08/2024,01/08/2024,144.05,payment
C-0029,01/09/2024,01/09/2024,144.05,payment
C-0029,01/10/2024,01/10/2024,144.05,payment
C-0029,01/11/2024,01/11/2024,144.05,payment
C-0029,01/12/2024,01/12/2024,144.05,payment
C-0030,01/12/2024,09/12/2024,764.77,dunning
C-0030,01/12/2024,10/12/2024,764.77,dunning
C-0030,01/12/2024,16/12/2024,764.77,payment
C-0031,01/12/2021,14/12/2021,2085.84,payment
C-0031,01/12/2022,11/12/2022,2085.84,payment
C-0031,01/12/2023,04/12/2023,2085.84,dunning
C-0031,01/12/2023,07/12/2023,2085.84,payment
C-0031,01/12/2024,07/12/2024,2085.84,payment
C-0032,02/03/2024,02/03/2024,1529.86,payment
C-0032,02/04/2024,02/04/2024,1529.86,payment
C-0032,02/05/2024,10/05/2024,1529.86,payment
C-0032,02/06/2024,16/06/2024,1529.86,payment
C-0032,02/07/2024,05/07/2024,1529.86,payment
C-0032,02/08/2024,07/08/2024,1529.86,payment
C-0032,02/09/2024,17/09/2024,1529.86,payment
C-0032,02/10/2024,02/10/2024,1529.86,payment
C-0032,02/11/2024,02/11/2024,1529.86,payment
C-0032,02/12/2024,02/12/2024,1529.86,payment
C-0033,31/01/2021,31/01/2021,373.6,payment
C-0033,03/03/2021,03/03/2021,373.6,payment
C-0033,31/03/2021,31/03/2021,373.6,payment
C-0033,01/05/2021,01/05/2021,373.6,payment
C-0033,31/05/2021,31/05/2021,373.6,payment
C-0033,01/07/2021,01/07/2021,373.6,payment
C-0033,31/07/2021,31/07/2021,373.6,payment
C-0033,31/08/2021,31/08/2021,373.6,payment
C-0033,01/10/2021,01/10/2021,373.6,payment
C-0033,31/10/2021,31/10/2021,373.6,payment
C-0033,01/12/2021,01/12/2021,373.6,payment
C-0033,31/12/2021,31/12/2021,373.6,payment
C-0033,31/01/2022,31/01/2022,373.6,payment
C-0033,03/03/2022,03/03/2022,373.6,payment
C-0033,31/03/2022,31/03/2022,373.6,payment
C-0033,01/05/2022,01/05/2022,373.6,payment
C-0033,31/05/2022,31/05/2022,373.6,payment
C-0033,01/07/2022,01/07/2022,373.6,payment
