customer_id,total_ticket,avg_severity,severe_ticket_count,severe_ticket_ratio,customer_type
C-0138,15.0,2.0,0.0,0.0,satisfied
C-0139,8.0,2.0,0.0,0.0,satisfied
C-0140,1.0,1.0,0.0,0.0,satisfied
C-0141,1.0,3.0,0.0,0.0,at_risk
C-0142,11.0,2.272727272727273,0.0,0.0,satisfied
C-0143,13.0,2.5384615384615383,1.0,0.07692307692307693,satisfied
C-0144,1.0,1.0,0.0,0.0,satisfied
C-0145,15.0,2.2666666666666666,2.0,0.13333333333333333,satisfied
C-0146,7.0,2.4285714285714284,1.0,0.14285714285714285,satisfied
C-0147,1.0,1.0,0.0,0.0,satisfied
C-0148,5.0,2.4,1.0,0.2,satisfied
C-0149,2.0,1.0,0.0,0.0,satisfied
C-0150,1.0,3.0,0.0,0.0,at_risk
C-0151,1.0,4.0,1.0,1.0,problematic
C-0152,13.0,2.076923076923077,1.0,0.07692307692307693,satisfied
C-0153,3.0,2.3333333333333335,0.0,0.0,satisfied
C-0154,10.0,2.0,0.0,0.0,satisfied
C-0155,7.0,2.2857142857142856,0.0,0.0,satisfied
C-0156,11.0,2.3636363636363638,1.0,0.09090909090909091,satisfied
C-0157,4.0,2.75,0.0,0.0,satisfied
C-0158,0.0,0.0,0.0,0.0,loyal_quiet
C-0159,12.0,2.3333333333333335,1.0,0.08333333333333333,satisfied
C-0160,10.0,2.6,1.0,0.1,satisfied
C-0161,16.0,2.375,1.0,0.0625,satisfied
C-0162,10.0,2.6,1.0,0.1,satisfied
C-0163,7.0,2.2857142857142856,0.0,0.0,satisfied
C-0164,2.0,1.5,0.0,0.0,satisfied
C-0165,9.0,2.5555555555555554,1.0,0.1111111111111111,satisfied
C-0166,4.0,3.0,1.0,0.25,at_risk
C-0167,6.0,2.8333333333333335,2.0,0.3333333333333333,at_risk
C-0168,7.0,2.7142857142857144,1.0,0.14285714285714285,satisfied
C-0169,3.0,2.0,0.0,0.0,satisfied
C-0170,5.0,2.6,1.0,0.2,satisfied
C-0171,2.0,2.5,0.0,0.0,satisfied
C-0172,12.0,2.0833333333333335,0.0,0.0,satisfied
C-0173,9.0,1.8888888888888888,0.0,0.0,satisfied
C-0174,11.0,2.4545454545454546,2.0,0.18181818181818182,satisfied
C-0175,11.0,2.5454545454545454,2.0,0.18181818181818182,satisfied
C-0176,5.0,2.4,0.0,0.0,satisfied
C-0177,2.0,3.5,1.0,0.5,at_risk
C-0178,6.0,1.8333333333333333,0.0,0.0,satisfied
C-0179,4.0,2.25,0.0,0.0,satisfied
C-0180,1.0,2.0,0.0,0.0,satisfied
C-0181,4.0,3.25,1.0,0.25,at_risk
C-0182,3.0,2.6666666666666665,1.0,0.3333333333333333,at_risk
C-0183,2.0,2.0,0.0,0.0,satisfied
C-0184,15.0,2.3333333333333335,1.0,0.06666666666666667,satisfied
C-0185,3.0,2.6666666666666665,0.0,0.0,satisfied
C-0186,2.0,2.5,0.0,0.0,satisfied
C-0187,9.0,2.7777777777777777,2.0,0.2222222222222222,satisfied
C-0188,11.0,2.0,0.0,0.0,satisfied
C-0189,10.0,1.8,0.0,0.0,satisfied
C-0190,3.0,2.3333333333333335,1.0,0.3333333333333333,at_risk
C-0191,16.0,2.1875,0.0,0.0,satisfied
C-0192,3.0,2.3333333333333335,0.0,0.0,satisfied
C-0193,12.0,2.25,0.0,0.0,satisfied
C-0194,12.0,2.4166666666666665,1.0,0.08333333333333333,satisfied
C-0195,7.0,2.7142857142857144,0.0,0.0,satisfied
C-0196,2.0,1.5,0.0,0.0,satisfied
C-0197,11.0,2.4545454545454546,1.0,0.09090909090909091,satisfied
C-0198,0.0,0.0,0.0,0.0,loyal_quiet
C-0199,4.0,2.5,1.0,0.25,satisfied
C-0200,8.0,2.0,0.0,0.0,satisfied
C-0201,6.0,1.5,0.0,0.0,satisfied
C-0202,4.0,2.0,0.0,0.0,satisfied
C-0203,16.0,2.375,2.0,0.125,satisfied
C-0204,8.0,2.125,0.0,0.0,satisfied
C-0205,3.0,2.0,0.0,0.0,satisfied
C-0206,13.0,1.9230769230769231,0.0,0.0,satisfied
C-0207,4.0,2.0,0.0,0.0,satisfied
C-0208,15.0,2.066666666666667,0.0,0.0,satisfied
C-0209,9.0,2.3333333333333335,0.0,0.0,satisfied
C-0210,3.0,2.0,0.0,0.0,satisfied
C-0211,13.0,1.9230769230769231,1.0,0.07692307692307693,satisfied
C-0212,4.0,1.5,0.0,0.0,satisfied
C-0213,9.0,2.3333333333333335,0.0,0.0,satisfied
C-0214,5.0,2.2,1.0,0.2,satisfied
C-0215,2.0,2.5,0.0,0.0,satisfied
C-0216,4.0,2.75,1.0,0.25,satisfied
C-0217,11.0,2.5454545454545454,1.0,0.09090909090909091,satisfied
C-0218,6.0,2.0,0.0,0.0,satisfied
C-0219,4.0,1.75,0.0,0.0,satisfied
C-0220,6.0,3.3333333333333335,2.0,0.3333333333333333,at_risk
C-0221,8.0,1.875,1.0,0.125,satisfied
C-0222,4.0,2.5,0.0,0.0,satisfied
C-0223,2.0,3.0,0.0,0.0,at_risk
C-0224,0.0,0.0,0.0,0.0,loyal_quiet
C-0225,2.0,1.5,0.0,0.0,satisfied
C-0226,11.0,2.3636363636363638,2.0,0.18181818181818182,satisfied
C-0227,16.0,2.4375,2.0,0.125,satisfied
C-0228,5.0,3.0,1.0,0.2,at_risk
C-0229,11.0,2.090909090909091,1.0,0.09090909090909091,satisfied
C-0230,2.0,3.0,0.0,0.0,at_risk
C-0231,3.0,2.6666666666666665,0.0,0.0,satisfied
C-0232,7.0,2.142857142857143,0.0,0.0,satisfied
C-0233,7.0,2.857142857142857,2.0,0.2857142857142857,satisfied
C-0234,9.0,1.7777777777777777,0.0,0.0,satisfied
C-0235,0.0,0.0,0.0,0.0,loyal_quiet
C-0236,0.0,0.0,0.0,0.0,loyal_quiet
C-0237,9.0,2.2222222222222223,0.0,0.0,satisfied
C-0238,5.0,2.2,0.0,0.0,satisfied
C-0239,12.0,2.25,0.0,0.0,satisfied
C-0240,3.0,2.3333333333333335,0.0,0.0,satisfied
C-0241,13.0,2.076923076923077,0.0,0.0,satisfied
C-0242,7.0,2.2857142857142856,1.0,0.14285714285714285,satisfied
C-0243,8.0,2.375,1.0,0.125,satisfied
C-0244,1.0,4.0,1.0,1.0,problematic
C-0245,8.0,2.125,0.0,0.0,satisfied
C-0246,13.0,1.9230769230769231,1.0,0.07692307692307693,satisfied
C-0247,11.0,2.4545454545454546,1.0,0.09090909090909091,satisfied
C-0248,13.0,2.076923076923077,1.0,0.07692307692307693,satisfied
C-0249,6.0,2.0,0.0,0.0,satisfied
C-0250,2.0,2.0,0.0,0.0,satisfied
C-0251,3.0,2.6666666666666665,0.0,0.0,satisfied
C-0252,6.0,1.8333333333333333,0.0,0.0,satisfied
C-0253,7.0,1.8571428571428572,1.0,0.14285714285714285,satisfied
C-0254,11.0,2.090909090909091,0.0,0.0,satisfied
C-0255,1.0,1.0,0.0,0.0,satisfied
C-0256,9.0,2.0,0.0,0.0,satisfied
C-0257,5.0,2.2,0.0,0.0,satisfied
C-0258,4.0,2.25,1.0,0.25,satisfied
C-0259,1.0,2.0,0.0,0.0,satisfied
C-0260,10.0,2.1,0.0,0.0,satisfied
C-0261,14.0,2.4285714285714284,1.0,0.07142857142857142,satisfied
C-0262,9.0,2.2222222222222223,1.0,0.1111111111111111,satisfied
C-0263,5.0,1.4,0.0,0.0,satisfied
C-0264,7.0,1.8571428571428572,0.0,0.0,satisfied
C-0265,10.0,3.5,4.0,0.4,at_risk
C-0266,16.0,2.1875,1.0,0.0625,satisfied
C-0267,5.0,2.8,0.0,0.0,satisfied
C-0268,12.0,2.3333333333333335,1.0,0.08333333333333333,satisfied
C-0269,2.0,2.5,0.0,0.0,satisfied
C-0270,4.0,3.5,2.0,0.5,at_risk
C-0271,8.0,2.25,1.0,0.125,satisfied
C-0272,4.0,2.0,0.0,0.0,satisfied
C-0273,6.0,2.5,1.0,0.16666666666666666,satisfied
C-0274,16.0,2.25,1.0,0.0625,satisfied
C-0275,12.0,2.1666666666666665,0.0,0.0,satisfied
C-0276,6.0,2.3333333333333335,1.0,0.16666666666666666,satisfied
C-0277,12.0,2.1666666666666665,1.0,0.08333333333333333,satisfied
C-0278,13.0,2.1538461538461537,1.0,0.07692307692307693,satisfied
C-0279,6.0,2.3333333333333335,0.0,0.0,satisfied
C-0280,4.0,2.5,0.0,0.0,satisfied
C-0281,6.0,2.3333333333333335,0.0,0.0,satisfied
C-0282,15.0,2.2,1.0,0.06666666666666667,satisfied
C-0283,7.0,1.8571428571428572,0.0,0.0,satisfied
C-0284,16.0,2.5,2.0,0.125,satisfied
C-0285,16.0,1.9375,0.0,0.0,satisfied
C-0286,9.0,2.3333333333333335,0.0,0.0,satisfied
C-0287,2.0,1.5,0.0,0.0,satisfied
C-0288,1.0,2.0,0.0,0.0,satisfied
C-0289,4.0,2.5,1.0,0.25,satisfied
C-0290,4.0,2.25,0.0,0.0,satisfied
C-0291,1.0,3.0,0.0,0.0,at_risk
C-0292,10.0,2.2,1.0,0.1,satisfied
C-0293,10.0,2.2,1.0,0.1,satisfied
C-0294,0.0,0.0,0.0,0.0,loyal_quiet
C-0295,5.0,2.0,0.0,0.0,satisfied
C-0296,3.0,2.0,0.0,0.0,satisfied
C-0297,8.0,2.25,1.0,0.125,satisfied
C-0298,2.0,2.0,0.0,0.0,satisfied
C-0299,6.0,2.0,0.0,0.0,satisfied
C-0300,14.0,2.2142857142857144,0.0,0.0,satisfied
C-0301,5.0,2.2,0.0,0.0,satisfied
C-0302,15.0,2.6,2.0,0.13333333333333333,satisfied
C-0303,6.0,2.0,0.0,0.0,satisfied
C-0304,6.0,1.6666666666666667,0.0,0.0,satisfied
C-0305,0.0,0.0,0.0,0.0,loyal_quiet
C-0306,11.0,2.6363636363636362,1.0,0.09090909090909091,satisfied
C-0307,5.0,2.4,0.0,0.0,satisfied
C-0308,12.0,1.9166666666666667,0.0,0.0,satisfied
C-0309,9.0,2.2222222222222223,1.0,0.1111111111111111,satisfied
C-0310,2.0,2.0,0.0,0.0,satisfied
C-0311,11.0,2.6363636363636362,2.0,0.18181818181818182,satisfied
C-0312,7.0,3.0,2.0,0.2857142857142857,at_risk
C-0313,10.0,2.4,1.0,0.1,satisfied
C-0314,15.0,2.066666666666667,0.0,0.0,satisfied
C-0315,2.0,1.5,0.0,0.0,satisfied
C-0316,10.0,2.4,1.0,0.1,satisfied
C-0317,17.0,2.411764705882353,2.0,0.11764705882352941,satisfied
C-0318,4.0,2.0,0.0,0.0,satisfied
C-0319,14.0,2.2142857142857144,1.0,0.07142857142857142,satisfied
C-0320,2.0,2.0,0.0,0.0,satisfied
C-0321,4.0,2.75,0.0,0.0,satisfied
C-0322,8.0,2.625,2.0,0.25,satisfied
C-0323,8.0,2.0,0.0,0.0,satisfied
C-0324,9.0,2.4444444444444446,1.0,0.1111111111111111,satisfied
C-0325,3.0,1.6666666666666667,0.0,0.0,satisfied
C-0326,10.0,2.3,1.0,0.1,satisfied
C-0327,9.0,2.2222222222222223,0.0,0.0,satisfied
C-0328,9.0,2.5555555555555554,2.0,0.2222222222222222,satisfied
C-0329,5.0,2.6,0.0,0.0,satisfied
C-0330,7.0,1.7142857142857142,0.0,0.0,satisfied
C-0331,16.0,2.0625,0.0,0.0,satisfied
C-0332,11.0,2.090909090909091,0.0,0.0,satisfied
C-0333,14.0,2.7857142857142856,2.0,0.14285714285714285,satisfied
C-0334,6.0,2.1666666666666665,1.0,0.16666666666666666,satisfied
C-0335,7.0,1.8571428571428572,0.0,0.0,satisfied
C-0336,4.0,2.75,0.0,0.0,satisfied
C-0337,4.0,2.5,0.0,0.0,satisfied
C-0338,4.0,3.0,1.0,0.25,at_risk
C-0339,15.0,2.4,1.0,0.06666666666666667,satisfied
C-0340,15.0,2.2,0.0,0.0,satisfied
C-0341,2.0,2.0,0.0,0.0,satisfied
C-0342,10.0,1.9,0.0,0.0,satisfied
C-0343,0.0,0.0,0.0,0.0,loyal_quiet
C-0344,7.0,2.5714285714285716,0.0,0.0,satisfied
C-0345,6.0,1.6666666666666667,0.0,0.0,satisfied
C-0346,1.0,1.0,0.0,0.0,satisfied
C-0347,4.0,1.75,0.0,0.0,satisfied
C-0348,12.0,2.5833333333333335,2.0,0.16666666666666666,satisfied
C-0349,2.0,2.5,0.0,0.0,satisfied
C-0350,5.0,2.0,0.0,0.0,satisfied
C-0351,2.0,3.5,1.0,0.5,at_risk
C-0352,12.0,1.75,0.0,0.0,satisfied
C-0353,5.0,2.2,0.0,0.0,satisfied
C-0354,4.0,3.0,1.0,0.25,at_risk
C-0355,12.0,2.25,1.0,0.08333333333333333,satisfied
C-0356,12.0,1.9166666666666667,0.0,0.0,satisfied
C-0357,1.0,1.0,0.0,0.0,satisfied
C-0358,7.0,2.7142857142857144,1.0,0.14285714285714285,satisfied
C-0359,9.0,2.888888888888889,1.0,0.1111111111111111,satisfied
C-0360,14.0,2.4285714285714284,1.0,0.07142857142857142,satisfied
C-0361,5.0,2.2,0.0,0.0,satisfied
C-0362,7.0,1.7142857142857142,0.0,0.0,satisfied
C-0363,2.0,1.5,0.0,0.0,satisfied
C-0364,2.0,2.5,0.0,0.0,satisfied
C-0365,5.0,2.0,0.0,0.0,satisfied
C-0366,3.0,2.3333333333333335,1.0,0.3333333333333333,at_risk
C-0367,12.0,2.3333333333333335,1.0,0.08333333333333333,satisfied
C-0368,3.0,2.0,0.0,0.0,satisfied
C-0369,1.0,2.0,0.0,0.0,satisfied
C-0370,6.0,2.5,1.0,0.16666666666666666,satisfied
C-0371,8.0,2.25,0.0,0.0,satisfied
C-0372,5.0,2.0,0.0,0.0,satisfied
C-0373,9.0,2.888888888888889,1.0,0.1111111111111111,satisfied
C-0374,13.0,2.3846153846153846,1.0,0.07692307692307693,satisfied
C-0375,3.0,3.0,0.0,0.0,at_risk
C-0376,4.0,2.25,0.0,0.0,satisfied
C-0377,4.0,2.5,1.0,0.25,satisfied
C-0378,4.0,2.5,0.0,0.0,satisfied
C-0379,2.0,1.0,0.0,0.0,satisfied
C-0380,14.0,2.357142857142857,2.0,0.14285714285714285,satisfied
C-0381,1.0,4.0,1.0,1.0,problematic
C-0382,10.0,2.1,0.0,0.0,satisfied
C-0383,8.0,3.25,2.0,0.25,at_risk
C-0384,14.0,2.0714285714285716,0.0,0.0,satisfied
C-0385,1.0,1.0,0.0,0.0,satisfied
C-0386,14.0,1.8571428571428572,0.0,0.0,satisfied
C-0387,0.0,0.0,0.0,0.0,loyal_quiet
C-0388,10.0,2.3,0.0,0.0,satisfied
C-0389,3.0,2.0,0.0,0.0,satisfied
C-0390,11.0,2.3636363636363638,0.0,0.0,satisfied
C-0391,6.0,2.1666666666666665,0.0,0.0,satisfied
C-0392,7.0,2.5714285714285716,1.0,0.14285714285714285,satisfied
C-0393,3.0,3.3333333333333335,1.0,0.3333333333333333,at_risk
C-0394,0.0,0.0,0.0,0.0,loyal_quiet
C-0395,2.0,2.0,0.0,0.0,satisfied
C-0396,12.0,2.0,0.0,0.0,satisfied
C-0397,7.0,1.7142857142857142,0.0,0.0,satisfied
C-0398,7.0,2.2857142857142856,0.0,0.0,satisfied
C-0399,5.0,2.0,0.0,0.0,satisfied
C-0400,6.0,2.0,0.0,0.0,satisfied
C-0401,2.0,1.5,0.0,0.0,satisfied
C-0402,9.0,2.7777777777777777,2.0,0.2222222222222222,satisfied
C-0403,12.0,2.1666666666666665,0.0,0.0,satisfied
C-0404,12.0,2.1666666666666665,0.0,0.0,satisfied
C-0405,11.0,2.4545454545454546,3.0,0.2727272727272727,satisfied
C-0406,10.0,1.9,0.0,0.0,satisfied
C-0407,7.0,1.7142857142857142,0.0,0.0,satisfied
C-0408,12.0,2.5,3.0,0.25,satisfied
C-0409,10.0,2.5,1.0,0.1,satisfied
C-0410,3.0,2.0,0.0,0.0,satisfied
C-0411,7.0,2.2857142857142856,0.0,0.0,satisfied
C-0412,3.0,2.0,0.0,0.0,satisfied
C-0413,16.0,2.25,1.0,0.0625,satisfied
C-0414,4.0,2.5,1.0,0.25,satisfied
C-0415,0.0,0.0,0.0,0.0,loyal_quiet
C-0416,0.0,0.0,0.0,0.0,loyal_quiet
C-0417,3.0,2.6666666666666665,0.0,0.0,satisfied
C-0418,4.0,2.75,1.0,0.25,satisfied
C-0419,13.0,2.230769230769231,2.0,0.15384615384615385,satisfied
C-0420,3.0,1.3333333333333333,0.0,0.0,satisfied
C-0421,4.0,2.25,1.0,0.25,satisfied
C-0422,8.0,2.125,1.0,0.125,satisfied
C-0423,10.0,3.1,3.0,0.3,at_risk
C-0424,15.0,2.2666666666666666,0.0,0.0,satisfied
C-0425,3.0,2.6666666666666665,1.0,0.3333333333333333,at_risk
C-0426,3.0,1.6666666666666667,0.0,0.0,satisfied
C-0427,10.0,2.3,2.0,0.2,satisfied
C-0428,13.0,2.4615384615384617,1.0,0.07692307692307693,satisfied
C-0429,10.0,2.0,0.0,0.0,satisfied
C-0430,1.0,2.0,0.0,0.0,satisfied
C-0431,17.0,2.2941176470588234,1.0,0.058823529411764705,satisfied
C-0432,14.0,2.142857142857143,0.0,0.0,satisfied
C-0433,1.0,2.0,0.0,0.0,satisfied
C-0434,6.0,2.0,0.0,0.0,satisfied
C-0435,3.0,1.3333333333333333,0.0,0.0,satisfied
C-0436,15.0,2.2,1.0,0.06666666666666667,satisfied
C-0437,5.0,2.8,0.0,0.0,satisfied
C-0438,2.0,3.0,0.0,0.0,at_risk
C-0439,3.0,1.0,0.0,0.0,satisfied
C-0440,8.0,2.25,1.0,0.125,satisfied
C-0441,7.0,2.2857142857142856,1.0,0.14285714285714285,satisfied
C-0442,3.0,2.3333333333333335,0.0,0.0,satisfied
C-0443,9.0,2.0,2.0,0.2222222222222222,satisfied
C-0444,16.0,2.5,1.0,0.0625,satisfied
C-0445,10.0,2.1,1.0,0.1,satisfied
C-0446,7.0,3.0,1.0,0.14285714285714285,at_risk
C-0447,8.0,2.625,1.0,0.125,satisfied
C-0448,9.0,2.4444444444444446,2.0,0.2222222222222222,satisfied
C-0449,8.0,2.75,2.0,0.25,satisfied
C-0450,11.0,2.1818181818181817,0.0,0.0,satisfied
C-0451,3.0,3.0,1.0,0.3333333333333333,at_risk
C-0452,7.0,2.2857142857142856,0.0,0.0,satisfied
C-0453,12.0,2.0833333333333335,1.0,0.08333333333333333,satisfied
C-0454,12.0,2.25,0.0,0.0,satisfied
C-0455,12.0,2.5,0.0,0.0,satisfied
C-0456,3.0,1.3333333333333333,0.0,0.0,satisfied
C-0457,6.0,2.1666666666666665,1.0,0.16666666666666666,satisfied
C-0458,3.0,1.6666666666666667,0.0,0.0,satisfied
C-0459,15.0,1.9333333333333333,0.0,0.0,satisfied
C-0460,2.0,2.0,0.0,0.0,satisfied
C-0461,9.0,2.6666666666666665,2.0,0.2222222222222222,satisfied
C-0462,1.0,1.0,0.0,0.0,satisfied
C-0463,12.0,2.25,0.0,0.0,satisfied
C-0464,6.0,2.1666666666666665,0.0,0.0,satisfied
C-0465,7.0,2.4285714285714284,0.0,0.0,satisfied
C-0466,5.0,3.0,2.0,0.4,at_risk
C-0467,9.0,2.0,0.0,0.0,satisfied
C-0468,6.0,2.5,0.0,0.0,satisfied
C-0469,11.0,1.7272727272727273,0.0,0.0,satisfied
C-0470,10.0,2.4,1.0,0.1,satisfied
C-0471,5.0,1.6,0.0,0.0,satisfied
C-0472,11.0,2.3636363636363638,1.0,0.09090909090909091,satisfied
C-0473,6.0,2.1666666666666665,1.0,0.16666666666666666,satisfied
C-0474,15.0,2.2666666666666666,1.0,0.06666666666666667,satisfied
C-0475,2.0,1.5,0.0,0.0,satisfied
